,Contact_ID,Start_Date,Prospect Outcome,Prospect Status,Prospect Renewal Date,Renewal Month,Payment Method,Renewal Score at release,Proforma Membership Status,Anchor or Indie,Anchor Group,Proforma Approved Lists,Tenure (Years),Tenure Group,Band,Date Paid,Payment Timeframe,Payment Time Frame 2,Payment Time Frame 3,Total Net Paid,Starting Net,Auto Renewal - Proforma Release,Now on Auto Renewal,Process
6619,565434033318,2024-10-29,Lost,Do Not Work for Client,2024-10-18,2024-10-01,,28.0,Accredited,Anchored,3,3,8,4+,Band C1,,,,,,949,0,0,process
6620,538343798230,2024-09-06,Lost,Do Not Work for Client,2024-10-03,2024-10-01,,24.0,Member Only,Anchored,2,2,5,4+,Band C2,,,,,,949,1,0,process
6621,538343803219,2024-09-06,Lost,Do Not Work for Client,2024-10-03,2024-10-01,,24.0,Member Only,Anchored,2,2,5,4+,Band C2,,,,,,949,1,0,process
6622,565433332081,2024-10-28,Won,Renewed,2024-10-14,2024-10-01,CARD,28.0,Accredited,Anchored,3,3,9,4+,Band E,2024-10-14 04:00:43.633,0.0,On Renewal Date,Paid on Time,1469.0,1469,1,1,process
6623,564374891975,2024-10-10,Won,Renewed,2024-10-17,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-10-28 13:46:32.133,11.0,Within 13 Days After Renewal,Paid Late,739.0,799,0,1,process
6624,564756359664,2024-10-16,Won,Renewed,2024-10-17,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-10-28 13:46:32.133,11.0,Within 13 Days After Renewal,Paid Late,739.0,799,0,1,process
6625,564756381648,2024-10-16,Won,Renewed,2024-10-17,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-10-28 13:46:32.133,11.0,Within 13 Days After Renewal,Paid Late,739.0,799,0,1,process
6626,564756905126,2024-10-17,Won,Renewed,2024-10-17,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-10-28 13:46:32.133,11.0,Within 13 Days After Renewal,Paid Late,739.0,799,0,1,process
6627,565090507795,2024-10-22,Won,Renewed,2024-10-17,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-10-28 13:46:32.133,11.0,Within 13 Days After Renewal,Paid Late,739.0,799,0,1,process
6628,565432971631,2024-10-28,Won,Renewed,2024-10-17,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-10-28 13:46:32.133,11.0,Within 13 Days After Renewal,Paid Late,739.0,799,0,1,process
6629,565433286851,2024-10-28,Won,Renewed,2024-10-17,2024-10-01,CARD,26.5,Accredited,Anchored,1,1,6,4+,Band C1,2024-10-28 13:46:32.133,11.0,Within 13 Days After Renewal,Paid Late,739.0,799,0,1,process
6630,539384742244,2024-09-24,Won,Renewed,2024-10-02,2024-10-01,CARD,27.0,Accredited,Anchored,2,2,4,4+,Band F1,2024-09-24 14:42:20.730,-8.0,Within 13 Days Prior to Renewal,Paid Early,1519.2,2039,1,1,process
6631,539384771432,2024-09-24,Won,Renewed,2024-10-02,2024-10-01,CARD,27.0,Accredited,Anchored,2,2,4,4+,Band F1,2024-09-24 14:42:20.730,-8.0,Within 13 Days Prior to Renewal,Paid Early,1519.2,2039,1,1,process
6632,565227632918,2024-10-24,Won,Renewed,2024-10-21,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band E,2024-10-24 09:22:00.000,3.0,Within 13 Days After Renewal,Paid Late,863.4,1349,0,0,process
6633,590065889257,2024-11-08,Lost,No Longer Trading,2024-10-20,2024-10-01,,25.0,Member Only,Anchored,10+,11,19,4+,Band E,,,,,,1349,0,0,process
6634,539236005373,2024-09-20,Won,Renewed,2024-10-03,2024-10-01,WORLD PAY,27.5,Accredited,Anchored,3,3,5,4+,Band C1,2024-10-03 16:46:24.183,0.0,On Renewal Date,Paid on Time,949.0,949,0,1,process
6635,539385366418,2024-09-25,Won,Application and Money In,2024-10-08,2024-10-01,BACS,27.5,Accredited,Anchored,10+,18,6,4+,Band F2,2024-10-02 00:00:00.000,-6.0,Within 13 Days Prior to Renewal,Paid Early,2169.0,2169,0,0,process
6636,539720393990,2024-10-01,Won,Renewed,2024-10-09,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7,15,4+,Band D,2024-10-03 00:00:00.000,-6.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1279,0,0,process
6637,539383831668,2024-09-23,Won,Renewed,2024-10-05,2024-10-01,BACS,28.0,Accredited,Anchored,10+,48,15,4+,Band F1,2024-10-01 00:00:00.000,-4.0,Within 13 Days Prior to Renewal,Paid Early,1849.0,1849,0,0,process
6638,539719784418,2024-09-30,Lost,Competitor Accreditation,2024-10-27,2024-10-01,,22.5,Member Only,Independent,Independent,0,5,4+,Band C2,,,,,,949,1,0,process
6639,538174971827,2024-09-02,Won,Renewed,2024-10-21,2024-10-01,BACS,27.0,Accredited,Anchored,4-9,5,3,3,Band D,2024-09-04 00:00:00.000,-47.0,1-2 Months Prior to Renewal,Paid Early,1159.0,1309,0,0,process
6640,538862826697,2024-09-16,Won,Renewed,2024-10-12,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band C1,2024-10-11 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,919.0,919,0,0,process
6641,564543090696,2024-10-15,Won,Renewed,2024-10-12,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,2,2,Band C1,2024-10-11 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,919.0,919,0,0,process
6642,539894264572,2024-10-02,Won,Renewed,2024-10-01,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,7,4+,Band F2,2024-10-02 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,2139.0,2139,0,0,process
6643,539720529093,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,21,4+,Band C2,2024-10-07 00:00:00.000,6.0,Within 13 Days After Renewal,Paid Late,949.0,949,0,0,process
6644,564071455448,2024-10-07,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,5,9,4+,Band C2,2024-10-07 12:38:36.073,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
6645,564232653941,2024-10-07,Won,Renewed,2024-10-07,2024-10-01,WORLD PAY,28.0,Accredited,Anchored,4-9,5,9,4+,Band C2,2024-10-07 12:38:36.073,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
6646,564233121640,2024-10-08,Won,Renewed,2024-10-08,2024-10-01,WORLD PAY,26.5,Accredited,Anchored,1,1,4,4+,Band C1,2024-10-08 09:51:28.713,0.0,On Renewal Date,Paid on Time,799.0,799,0,1,process
6647,564375308526,2024-10-10,Won,Renewed,2024-10-19,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-22 16:13:12.123,3.0,Within 13 Days After Renewal,Paid Late,599.0,684,0,1,process
6648,564071542247,2024-10-07,Won,Renewed,2024-10-13,2024-10-01,BACS,22.0,Member Only,Independent,Independent,0,2,2,Band B,2024-11-28 00:00:00.000,46.0,1-2 Months After Renewal,Paid Late,499.0,704,0,0,process
6649,539719699572,2024-09-30,Won,Renewed,2024-10-13,2024-10-01,BACS,22.0,Member Only,Independent,Independent,0,2,2,Band B,2024-11-28 00:00:00.000,46.0,1-2 Months After Renewal,Paid Late,499.0,704,0,0,process
6650,564542080866,2024-10-14,Won,Renewed,2024-10-13,2024-10-01,BACS,22.0,Member Only,Independent,Independent,0,2,2,Band B,2024-11-28 00:00:00.000,46.0,1-2 Months After Renewal,Paid Late,499.0,704,0,0,process
6651,564895231337,2024-10-21,Won,Renewed,2024-10-13,2024-10-01,BACS,22.0,Member Only,Independent,Independent,0,2,2,Band B,2024-11-28 00:00:00.000,46.0,1-2 Months After Renewal,Paid Late,499.0,704,0,0,process
6652,565433139329,2024-10-28,Won,Renewed,2024-10-13,2024-10-01,BACS,22.0,Member Only,Independent,Independent,0,2,2,Band B,2024-11-28 00:00:00.000,46.0,1-2 Months After Renewal,Paid Late,499.0,704,0,0,process
6653,565595955354,2024-10-30,Won,Application and Money In,2024-10-31,2024-10-01,BACS,28.0,Accredited,Anchored,10+,13,10,4+,Band J,2024-10-31 00:00:00.000,0.0,On Renewal Date,Paid on Time,3599.0,3599,0,0,process
6654,565596219149,2024-10-30,Won,Application and Money In,2024-10-31,2024-10-01,BACS,28.0,Accredited,Anchored,10+,13,10,4+,Band J,2024-10-31 00:00:00.000,0.0,On Renewal Date,Paid on Time,3599.0,3599,0,0,process
6655,565596615037,2024-10-31,Won,Application and Money In,2024-10-31,2024-10-01,BACS,28.0,Accredited,Anchored,10+,13,10,4+,Band J,2024-10-31 00:00:00.000,0.0,On Renewal Date,Paid on Time,3599.0,3599,0,0,process
6656,565596616696,2024-10-31,Won,Application and Money In,2024-10-31,2024-10-01,BACS,28.0,Accredited,Anchored,10+,13,10,4+,Band J,2024-10-31 00:00:00.000,0.0,On Renewal Date,Paid on Time,3599.0,3599,0,0,process
6657,564895216021,2024-10-21,Won,Renewed,2024-10-27,2024-10-01,BACS,28.0,Accredited,Anchored,10+,11,16,4+,Band C2,2024-10-28 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,0,process
6658,565433267079,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,BACS,28.0,Accredited,Anchored,10+,11,16,4+,Band C2,2024-10-28 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,0,process
6659,565433419920,2024-10-28,Won,Renewed,2024-10-27,2024-10-01,BACS,28.0,Accredited,Anchored,10+,11,16,4+,Band C2,2024-10-28 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,949.0,949,1,0,process
6660,564233475707,2024-10-08,Won,Application and Money In,2024-10-01,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,5,21,4+,Band C2,2024-09-30 00:00:00.000,-1.0,Within 13 Days Prior to Renewal,Paid Early,786.2,949,0,0,process
6661,539893683205,2024-10-01,Won,Renewed,2024-10-01,2024-10-01,BACS,26.5,In Progress,Anchored,4-9,6,11,4+,Band D,2024-10-05 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,0,0,process
6662,539719373790,2024-09-30,Won,Renewed,2024-10-01,2024-10-01,BACS,26.5,In Progress,Anchored,4-9,6,11,4+,Band D,2024-10-05 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,0,0,process
6663,591087216485,2024-11-25,Won,Renewed,2024-10-01,2024-10-01,BACS,26.5,In Progress,Anchored,4-9,6,11,4+,Band D,2024-10-05 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1279.0,1279,0,0,process
6664,539049841436,2024-09-18,Lost,Refused to Discuss,2024-10-01,2024-10-01,,25.5,Accredited,Anchored,4-9,5,124,,Band C2,,,,,,949,0,0,process
6665,538176229200,2024-09-04,Lost,Do Not Work for Client,2024-10-01,2024-10-01,,27.5,Accredited,Anchored,4-9,4,5,4+,Band J,,,,,,3439,0,0,process
6666,538682645610,2024-09-12,Won,Renewed,2024-10-02,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,6,12,4+,Band C2,2024-09-12 11:07:42.383,-20.0,Within 1 Month Prior to Renewal,Paid Early,949.0,949,0,1,process
6667,538176158853,2024-09-04,Won,Application and Money In,2024-10-02,2024-10-01,BACS,28.0,Accredited,Anchored,10+,21,7,4+,Band I,2024-10-02 00:00:00.000,0.0,On Renewal Date,Paid on Time,3129.0,3129,0,0,process
6668,539235944062,2024-09-20,Won,Renewed,2024-10-03,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band D,2024-12-06 14:38:42.870,64.0,2-3 Months After Renewal,Paid Late,749.4,1309,1,1,process
6669,564893670636,2024-10-18,Won,Renewed,2024-10-03,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band D,2024-12-06 14:38:42.870,64.0,2-3 Months After Renewal,Paid Late,749.4,1309,1,1,process
6670,564893674798,2024-10-18,Won,Renewed,2024-10-03,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band D,2024-12-06 14:38:42.870,64.0,2-3 Months After Renewal,Paid Late,749.4,1309,1,1,process
6671,565227959157,2024-10-24,Won,Renewed,2024-10-03,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band D,2024-12-06 14:38:42.870,64.0,2-3 Months After Renewal,Paid Late,749.4,1309,1,1,process
6672,539048908843,2024-09-17,Won,Renewed,2024-10-03,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4,7,4+,Band D,2024-09-17 13:23:37.837,-16.0,Within 1 Month Prior to Renewal,Paid Early,1159.0,1159,0,1,process
6673,539571646007,2024-09-26,Won,Renewed,2024-10-04,2024-10-01,CARD,27.0,Accredited,Anchored,2,2,5,4+,Band B,2024-09-26 17:07:44.333,-8.0,Within 13 Days Prior to Renewal,Paid Early,704.0,704,0,1,process
6674,564233456836,2024-10-08,Won,Renewed,2024-10-05,2024-10-01,WORLD PAY,27.0,Accredited,Anchored,1,1,7,4+,Band A,2024-10-08 13:37:58.407,3.0,Within 13 Days After Renewal,Paid Late,399.0,399,0,1,process
6675,539049655223,2024-09-18,Won,Renewed,2024-10-05,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,9,4+,Band B,2024-10-11 10:23:48.720,6.0,Within 13 Days After Renewal,Paid Late,599.0,599,0,1,process
6676,564895500627,2024-10-21,Won,Renewed,2024-10-05,2024-10-01,CARD,22.0,Member Only,Independent,Independent,0,2,2,Band C2,2024-10-28 09:51:08.507,23.0,Within 1 Month After Renewal,Paid Late,786.2,949,0,1,process
6677,539572000700,2024-09-27,Won,Renewed,2024-10-05,2024-10-01,BACS,27.0,Accredited,Anchored,4-9,6,2,2,Band E,2024-10-01 00:00:00.000,-4.0,Within 13 Days Prior to Renewal,Paid Early,1469.0,1469,0,0,process
6678,564069894581,2024-10-04,Won,Renewed,2024-10-05,2024-10-01,BACS,24.5,Accredited,Anchored,1,1,1,1,Band F2,2024-10-29 00:00:00.000,24.0,Within 1 Month After Renewal,Paid Late,1623.2,1979,0,0,process
6679,590557626246,2024-11-14,Lost,Do Not Work for Client,2024-10-05,2024-10-01,,24.0,Member Only,Anchored,3,3,2,2,Band C1,,,,,,799,1,0,process
6680,564069974414,2024-10-04,Won,Renewed,2024-10-06,2024-10-01,CARD,26.0,In Progress,Anchored,2,2,14,4+,Band B,2024-10-04 12:26:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,684.0,684,1,1,process
6681,565434119037,2024-10-29,Won,Renewed,2024-10-06,2024-10-01,BACS,27.0,Accredited,Anchored,2,2,4,4+,Band B,2024-10-29 00:00:00.000,23.0,Within 1 Month After Renewal,Paid Late,704.0,704,0,0,process
6682,538484268998,2024-09-10,Won,Renewed,2024-10-06,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,9,4+,Band C2,2024-09-16 00:00:00.000,-20.0,Within 1 Month Prior to Renewal,Paid Early,786.2,949,0,0,process
6683,564375057820,2024-10-10,Won,Renewed,2024-10-06,2024-10-01,BACS,24.0,Member Only,Anchored,1,1,10,4+,Band C1,2024-10-11 00:00:00.000,5.0,Within 13 Days After Renewal,Paid Late,799.0,799,0,0,process
6684,538683469865,2024-09-13,Lost,Not Affordable,2024-10-06,2024-10-01,,22.0,Member Only,Independent,Independent,0,2,2,Band D,,,,,,1159,0,0,process
6685,538682144432,2024-09-11,Won,Renewed,2024-10-07,2024-10-01,CARD,27.0,Accredited,Anchored,3,3,2,2,Band C1,2024-09-11 15:12:31.307,-26.0,Within 1 Month Prior to Renewal,Paid Early,666.2,919,0,1,process
6686,565090212162,2024-10-22,Won,Renewed,2024-10-08,2024-10-01,CARD,27.5,Accredited,Anchored,4-9,4,6,4+,Band C2,2024-10-22 12:49:04.467,14.0,Within 1 Month After Renewal,Paid Late,1069.0,1069,1,1,process
6687,590914589774,2024-11-21,Won,Renewed,2024-10-08,2024-10-01,BACS,28.0,Accredited,Anchored,10+,10,21,4+,Band D,2024-09-26 00:00:00.000,-12.0,Within 13 Days Prior to Renewal,Paid Early,1309.0,1279,0,0,process
6688,564233562128,2024-10-08,Won,Renewed,2024-10-08,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,3,3,Band G,2024-10-08 15:49:00.000,0.0,On Renewal Date,Paid on Time,2439.0,2439,1,0,process
6689,564233639852,2024-10-08,Won,Renewed,2024-10-08,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,3,3,Band G,2024-10-08 15:49:00.000,0.0,On Renewal Date,Paid on Time,2439.0,2439,1,0,process
6690,564895002106,2024-10-21,Won,Renewed,2024-10-09,2024-10-01,CARD,23.5,Accredited,Independent,Independent,0,1,1,Band F1,2024-10-21 15:32:32.757,12.0,Within 13 Days After Renewal,Paid Late,2039.0,2039,1,1,process
6691,539049715673,2024-09-18,Lost,Do Not Work for Client,2024-10-09,2024-10-01,,21.5,Member Only,Anchored,1,1,1,1,Band B,,,,,,704,1,0,process
6692,539385336202,2024-09-25,Won,Renewed,2024-10-10,2024-10-01,WORLD PAY,25.0,In Progress,Anchored,1,1,5,4+,Band D,2024-10-08 15:14:41.343,-2.0,Within 13 Days Prior to Renewal,Paid Early,1279.0,1279,0,1,process
6693,539895122372,2024-10-03,Won,Renewed,2024-10-10,2024-10-01,BACS,26.0,Accredited,Independent,Independent,0,10,4+,Band F2,2024-10-03 00:00:00.000,-7.0,Within 13 Days Prior to Renewal,Paid Early,2169.0,2169,1,1,process
6694,539236180162,2024-09-20,Won,Renewed,2024-10-10,2024-10-01,BACS,26.0,Accredited,Independent,Independent,0,10,4+,Band F2,2024-10-03 00:00:00.000,-7.0,Within 13 Days Prior to Renewal,Paid Early,2169.0,2169,1,1,process
6695,564234317976,2024-10-09,Won,Renewed,2024-10-11,2024-10-01,WORLD PAY,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-09 13:39:50.483,-2.0,Within 13 Days Prior to Renewal,Paid Early,704.0,704,1,0,process
6696,538683541165,2024-09-13,Won,Renewed,2024-10-11,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,4,20,4+,Band E,2024-09-13 14:41:00.000,-28.0,Within 1 Month Prior to Renewal,Paid Early,1349.0,1349,0,0,process
6697,539236198264,2024-09-20,Won,Renewed,2024-10-11,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,4,17,4+,Band F1,2024-09-30 00:00:00.000,-11.0,Within 13 Days Prior to Renewal,Paid Early,1849.0,1849,0,0,process
6698,565596084885,2024-10-30,Won,Application and Money In,2024-10-11,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,7,18,4+,Band G,2024-10-18 00:00:00.000,7.0,Within 13 Days After Renewal,Paid Late,2249.0,2249,0,0,process
6699,564376043472,2024-10-11,Won,Renewed,2024-10-12,2024-10-01,BACS,24.5,Member Only,Anchored,2,2,15,4+,Band B,2024-10-01 00:00:00.000,-11.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,0,0,process
6700,565596696166,2024-10-31,Won,Renewed,2024-10-13,2024-10-01,BACS,28.0,Accredited,Anchored,10+,11,19,4+,Band B,2024-10-31 00:00:00.000,18.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,0,process
6701,590913735301,2024-11-20,Won,Renewed,2024-10-13,2024-10-01,BACS,23.5,Accredited,Independent,Independent,0,1,1,Band B,2024-10-29 00:00:00.000,16.0,Within 1 Month After Renewal,Paid Late,644.0,684,0,0,process
6702,565090837234,2024-10-23,Won,Application and Money In,2024-10-13,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,3,3,Band C1,2024-10-10 00:00:00.000,-3.0,Within 13 Days Prior to Renewal,Paid Early,949.0,949,0,0,process
6703,564893795755,2024-10-18,Lost,Promised to Pay - Fees not Received,2024-10-13,2024-10-01,,23.5,Accredited,Independent,Independent,0,1,1,Band C2,,,,,,1099,1,0,process
6704,564542099045,2024-10-14,Won,Renewed,2024-10-14,2024-10-01,BACS,26.0,Accredited,Anchored,1,1,3,3,Band C2,2024-10-16 00:00:00.000,2.0,Within 13 Days After Renewal,Paid Late,1069.0,1069,0,0,process
6705,564542668411,2024-10-14,Won,Renewed,2024-10-15,2024-10-01,CARD,28.0,Accredited,Anchored,4-9,6,20,4+,Band B,2024-10-14 16:12:11.907,-1.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,0,1,process
6706,564375363742,2024-10-10,Won,Renewed,2024-10-15,2024-10-01,BACS,27.5,Accredited,Anchored,2,2,10,4+,Band D,2024-10-10 00:00:00.000,-5.0,Within 13 Days Prior to Renewal,Paid Early,1159.0,1159,0,0,process
6707,591234601064,2024-11-26,Lost,Non Responsive,2024-10-15,2024-10-01,,25.0,Accredited,Independent,Independent,0,2,2,Band B,,,,,,599,0,0,process
6708,590065699545,2024-11-08,Won,Renewed,2024-10-16,2024-10-01,BACS,28.0,Accredited,Anchored,10+,10,15,4+,Band F1,2024-10-14 00:00:00.000,-2.0,Within 13 Days Prior to Renewal,Paid Early,1647.2,2009,0,0,process
6709,564756897617,2024-10-17,Lost,No Longer Trading,2024-10-16,2024-10-01,,24.5,Accredited,Anchored,1,1,1,1,Band B,,,,,,684,0,0,process
6710,564757485446,2024-10-18,Won,Renewed,2024-10-17,2024-10-01,CARD,24.5,Accredited,Anchored,1,1,1,1,Band B,2024-10-17 04:00:51.830,0.0,On Renewal Date,Paid on Time,684.0,684,1,1,process
6711,564893732939,2024-10-18,Won,Renewed,2024-10-17,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,9,4+,Band B,2024-10-18 12:52:00.000,1.0,Within 13 Days After Renewal,Paid Late,599.0,599,0,0,process
6712,590736731284,2024-11-19,Won,Renewed,2024-10-17,2024-10-01,CARD,27.5,Accredited,Anchored,2,2,9,4+,Band B,2024-10-18 12:52:00.000,1.0,Within 13 Days After Renewal,Paid Late,599.0,599,0,0,process
6713,565596033569,2024-10-30,Won,Renewed,2024-10-17,2024-10-01,BACS,24.5,Member Only,Anchored,2,2,12,4+,Band B,2024-10-31 00:00:00.000,14.0,Within 1 Month After Renewal,Paid Late,599.0,599,0,0,process
6714,565597101329,2024-10-31,Won,Renewed,2024-10-18,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,3,3,Band D,2024-10-14 00:00:00.000,-4.0,Within 13 Days Prior to Renewal,Paid Early,1309.0,1309,1,1,process
6715,538861743065,2024-09-13,Won,Renewed,2024-10-18,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,8,4+,Band E,2024-09-13 15:03:54.157,-35.0,1-2 Months Prior to Renewal,Paid Early,1349.0,1349,0,1,process
6716,564375042107,2024-10-10,Won,Application and Money In,2024-10-18,2024-10-01,BACS,28.0,Accredited,Anchored,10+,12,19,4+,Band E,2024-10-22 00:00:00.000,4.0,Within 13 Days After Renewal,Paid Late,1469.0,1469,0,0,process
6717,589779112426,2024-11-04,Won,Renewed,2024-10-19,2024-10-01,BACS,22.5,Member Only,Independent,Independent,0,6,4+,Band C1,2024-11-04 00:00:00.000,16.0,Within 1 Month After Renewal,Paid Late,799.0,799,1,1,process
6718,539571804574,2024-09-27,Won,Renewed,2024-10-19,2024-10-01,CARD,27.0,Accredited,Anchored,1,1,8,4+,Band C1,2024-10-19 04:00:31.980,0.0,On Renewal Date,Paid on Time,949.0,949,1,1,process
6719,564375913752,2024-10-11,Won,Application and Money In,2024-10-19,2024-10-01,BACS,28.0,Accredited,Anchored,4-9,4,8,4+,Band B,2024-10-11 00:00:00.000,-8.0,Within 13 Days Prior to Renewal,Paid Early,599.0,599,0,0,process
6720,564893917270,2024-10-18,Won,Renewed,2024-10-20,2024-10-01,CARD,25.0,Accredited,Independent,Independent,0,2,2,Band D,2024-10-17 13:24:29.790,-3.0,Within 13 Days Prior to Renewal,Paid Early,1279.0,1279,0,1,process
6721,564894977138,2024-10-21,Won,Renewed,2024-10-20,2024-10-01,BACS,23.5,Member Only,Anchored,2,2,3,3,Band B,2024-10-21 00:00:00.000,1.0,Within 13 Days After Renewal,Paid Late,499.0,599,0,0,process
6722,538176142449,2024-09-04,Won,Renewed,2024-10-22,2024-10-01,CARD,28.0,Accredited,Anchored,10+,56,22,4+,Band J,2024-10-21 15:50:25.433,-1.0,Within 13 Days Prior to Renewal,Paid Early,2801.2,3439,1,1,process
6723,538862818611,2024-09-16,Won,Renewed,2024-10-22,2024-10-01,CARD,28.0,Accredited,Anchored,10+,56,22,4+,Band J,2024-10-21 15:50:25.433,-1.0,Within 13 Days Prior to Renewal,Paid Early,2801.2,3439,1,1,process
6724,564233122997,2024-10-08,Won,Renewed,2024-10-22,2024-10-01,BACS,28.0,Accredited,Anchored,3,3,20,4+,Band C2,2024-10-07 00:00:00.000,-15.0,Within 1 Month Prior to Renewal,Paid Early,949.0,949,0,0,process
6725,564069793511,2024-10-04,Won,Renewed,2024-10-22,2024-10-01,BACS,27.5,Accredited,Anchored,10+,18,6,4+,Band D,2024-10-04 00:00:00.000,-18.0,Within 1 Month Prior to Renewal,Paid Early,954.2,1159,0,0,process
6726,538683434438,2024-09-13,Won,Renewed,2024-10-22,2024-10-01,BACS,28.0,Accredited,Anchored,10+,29,14,4+,Band E,2024-09-17 00:00:00.000,-35.0,1-2 Months Prior to Renewal,Paid Early,1469.0,1469,0,0,process
6727,564374882547,2024-10-10,Won,Renewed,2024-10-23,2024-10-01,CARD,21.5,Member Only,Anchored,1,1,1,1,Band D,2024-12-05 09:28:00.000,43.0,1-2 Months After Renewal,Paid Late,800.6,1279,0,0,process
